amp-wp-title,amp-wp-title href,large-screen-excerpt
AMRAVATI TO BHANDARA,https://bustimings.in/msrtc/amravati-bhandara/amp/,Dep. Time Route Name Bus service type 05:20 AMRAVATI to GONDIA ORDINARY EXPRESS 05:30 WASHIM to BHANDARA ORDINARY EXPRESS 07:15…
AMRAVATI TO BEED,https://bustimings.in/msrtc/amravati-beed/amp/,Dep. Time Route Name Bus service type 09:00 AMRAVATI to BEED ORDINARY EXPRESS
BEED TO AMRAVATI,https://bustimings.in/msrtc/beed-amravati/amp/,Dep. Time Route Name Bus service type 06:15 BEED to AMRAVATI ORDINARY EXPRESS 08:15 BEED to AMRAVATI ORDINARY EXPRESS
AMRAVATI TO AURANGABAD,https://bustimings.in/msrtc/amravati-aurangabad/amp/,Dep. Time Route Name Bus service type 06:15 WARDHA to AURANGABAD ORDINARY EXPRESS 07:15 AMRAVATI to AURANGABAD via BALAPUR ORDINARY…
NAGPUR TO AMRAVATI,https://bustimings.in/msrtc/nagpur-amravati-2/amp/,Dep. Time Route Name Bus service type 05:00 NAGPUR to AKOLA ORDINARY EXPRESS 05:30 NAGPUR to TELHARA via AKOT ORDINARY…
NASIK TO AMRAVATI,https://bustimings.in/msrtc/nasik-amravati/amp/,Dep. Time Route Name Bus service type 05:30 NASIK CBS to AMRAVATI via JALGAON ORDINARY EXPRESS
AMRAVATI TO NASIK,https://bustimings.in/msrtc/amravati-nasik/amp/,Dep. Time Route Name Bus service type 06:30 AMRAVATI to NASIK CBS via JALGAON ORDINARY EXPRESS
AMRAVATI TO PARBHANI,https://bustimings.in/msrtc/amravati-parbhani/amp/,Dep. Time Route Name Bus service type 06:00 AMRAVATI to PANDHARPUR DAY ORDINARY 10:00 AMRAVATI to AMBAJOGAI ORDINARY EXPRESS 10:30…
PARBHANI TO AMRAVATI,https://bustimings.in/msrtc/parbhani-amravati/amp/,Dep. Time Route Name Bus service type 06:45 PANDHARPUR to AMRAVATI DAY ORDINARY 07:45 PARBHANI to WARUD ORDINARY EXPRESS 17:30…
PUNE TO AMRAVATI,https://bustimings.in/msrtc/pune-amravati/amp/,Dep. Time Route Name Bus service type 05:00 SANGVI STAND to AMRAVATI via KHAMGAON ORDINARY EXPRESS 13:00 SHIVAJI NAGAR PUNE…
AMRAVATI TO PUNE,https://bustimings.in/msrtc/amravati-pune/amp/,Dep. Time Route Name Bus service type 08:00 AMRAVATI to SANGVI STAND via KHAMGAON ORDINARY EXPRESS 13:00 NAGPUR to SHIVAJI…
SHIRDI TO AMRAVATI,https://bustimings.in/msrtc/shirdi-amravati/amp/,Dep. Time Route Name Bus service type 16:00 SHIRDI to AHERI SEMI LUXURY
WARDHA TO AMRAVATI,https://bustimings.in/msrtc/wardha-amravati/amp/,Dep. Time Route Name Bus service type 05:45 WARDHA to AMRAVATI DAY ORDINARY 06:05 RAJURA to AMRAVATI ORDINARY EXPRESS 06:14…
AMRAVATI TO WARDHA,https://bustimings.in/msrtc/amravati-wardha/amp/,Dep. Time Route Name Bus service type 06:50 SHEGAON to HINGANGHAT ORDINARY EXPRESS 07:01 BULDHANA to WARDHA ORDINARY EXPRESS 07:30…
AMRAVATI TO WASHIM,https://bustimings.in/msrtc/amravati-washim/amp/,Dep. Time Route Name Bus service type 06:00 AMRAVATI to PANDHARPUR DAY ORDINARY 07:30 AMRAVATI to WASHIM ORDINARY EXPRESS 08:00…
